Opinião;mensagem
4;Rodeio legal não mau trata animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;quem não conhece critica,quem conhece ama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;O barretão ta pegando fogoooooooooooooooooooooooooooooooooooo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Ana animal foi banida do site . dentro da legislação brasileira, foi punida por uma contravenção penal que consiste em tirar a paZ de alheios , segundo o artigo 42 da Lei das contravenções penais . Hauahauahu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Ana some, Girafales aparece. Coincidência? ou, Zorro e Dom Diego?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;🍃🚪-Toc✊toc✊... 😳🚪-Quem eh❓? 🍻🚪-A Cerveja ... 🍸🍻🍻🍻 😏🚪-Entra misera Tu já é de casa 😍 👆 😌 hoje é sexta feira Saporra ainda Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Sem noção pare de comer carne.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;ferrar os animais voce vai se tira´los do rodeio porque é para um frigorifico que vão os animais que não são de rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;"Com este nome  você é que está lavando ""ferro"". Entendeu né? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Sou a favor do rodeio mas tipo, não tem motivo pra ser considerado patrimônio cultural porque aqui não é seu pais de origem...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Ai não em fii :/ Cultura brasileira sim, só pqe americanos praricaram primeiro não quer dizer que não faça parte da nossa cultura breno. se um amigo meu comprar um chapéu ou uma bota em que eu já esteja de olho a muito tempo não vou deixar de comprar pqe ele comprou primeiro. se fosse realmente a favor do rodeio estava do nosso lado. E digo mais , os brasileiros não só aderiram... como melhoraram as práticas e os tornaram muito mais interessantes . Abraços aos boiadeiros de verdade tau junto tigrada :@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;claro q é cultura brasileira mas o fato de se tornar patrimonio é como estivesse mudando a origem do rodeio pro brasil entende? em minha opiniao, a cultura pode se espalhar para todo mundo mas virar patrimonio apenas no lugar de origem.é como pegar o frevo q é um patrimonio cultural do nordeste e transformar em um patrimonio do chile e nunca falei que não faz parte da cultura brasileira.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Entendi breno seu ponto de vista, mais cada lei que conseguirmos puxar para nosso lado vai fazer na diferença para o rodeio brasileiro . Já que vivemos apanhando com comentários do tipo , tortura, mals tratos enfim. Com mais leis a nosso favor teremos um poder de barganha muito maior. E enfim poder popularizar mais o nosso rodeio , que ainda com uma proporção grande, ainda é pouco conhecido por muitos. Já penso breno , circuitos de montaria em touros , cutiano enfim ... finais mundiais transmitidas ao vivo na tv aberta? Aoow quero estar vivo para ver isso um diia. #PBR NO ESPORTE ESPETACULAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;ai ficaria bão heim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;pra quem coloca a cara da dilma no seu email,,quer mais o que,,se não o problema é seu vai procurar sua turma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;vai caçar sua turma dona araci,,voce não gosta de rodeio e adoro a dilma belo negocio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;tem alguém pedindo pra vc gostar de rodeio aqui,,pessoas iguais a vc é bom que fique bem longe dos rodeios mesmo,,vai procurar sua turma,,vc os achara em brasilia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Quanta estupidez  em tempos de globalização querer segregar culturas. Por acaso o futebol nasceu no Brasil? o rock é brasileiro? o macarrão? até mesmo esta carcinha véia furada  marron no fundo, que ocê tá usando, veio de fora (Paraguai). E esta viadagem de veganismo, entao? por acaso nasceu em Campinas? Pelotas? Não...! foi invenção do Pato Donald Watson (Norte-americano), tia  vocês copiaram dos States, e vem falar da gente. I love rodeo in Brazil, and in the world. Odeio Dilma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Esse é o Leon ! Chamando na chinxa , forte representante a nosso favor para mim é uma honra ter você a nosso lado boiadeiro !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Kkk, amo Jacareí, terra de campeões de rodeio, amo a FAPIJA, mas Araci de Almeida, com a cara da Dilma no perfil, envergonhou a galera do Vale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;as pessoa antes de falar deveriam pelo menos conhecer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Rodeio 100% bons tratos aos animais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Festa do peão de Barretos 2o15,nenhum animal lesionada até agora em 9 dias de festa,,acompanhem pelas redes sociais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;vamos fazer igual a Ana dos Animais que assistiu o rodeio de barretos e viu como são tratados os animais de rodeio,,com acompanhamento veterinario e nutricionistas muito mais bem tratados que muito humanos em nosso país,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Rodeio legal não mau trata animal,barretos 2015 os animais mais lindos do brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;9 dias de festa até agora em barretos nenhum animal ferido ou lesionado,mais de 40 veterinários de plantão 24 horas,,animais lindos e saudáveis,,acompanhem pelas redes sociais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;faça como a Ana dos animais,assista barretos ao vivo pelas redes socioais e veras o que ela viu,animais lindos ,saudáveis e com acompanhamento veterinario 24 horas,mais de 40 veterinários de plantão na festa do peão de barretos 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;faça como a senhora Ana dos animais, tambem assista um rodeio profissional e veras que não existe esses maus tratos que voce imagina.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Ooow trágico , não sei se você sabe mestre linguiça mais o rodeio que ia acontecer em Piracicaba não era oficial. Não era de nenhum circuito brasileiro de rodeio . Era fundo de quintal, boca de porco como dizemos aqui. E só não o aconteceu pelo fato do locar ser uma zona urbana , seria como montar um circo dentro da. Sua casa . Você possui uma casa Harold ? heueheuhu . As montarias não aconteceram , pena. Mais os shows sertanejos sim. Desculpe desapontalo funkero. Quem sabe na próxima kkkkk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;só na festa que vc foi que vc viu sofrimento,,pois ja existe uma lei que protege os animais de maus tratos de 2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;atrocidade é voce falar coisas sem conhecer,,animais lindos saudáveis que ja estariam mortos a muito tempo se não fossem de rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3;tome vergonha voce ,antes de falar coisas sem saber,,onde e quando voce viu um animal de rodeio ser mau tratado,nos diga o nome do proprietario e do veterinario responsavel pelo evento que vc viu animais sendo mau tratados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;vai criar vergonha na cara voce,,onde e quando voce viu animais sendo mau tratados,,se viu porque não denunciou,,ja existe uma lei federal que protege eles de maus tratos desde 2oo2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Antes de falar essas coisa voce deveria conhecer,,voce ainda acha que animais de rodeio tem o saco apertado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;e o que deve ser projeto,,um adolecente com 17 anos e 10 meses matar uma pessoa e ser preso como menor infrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;onde e quando voce viu um animal de rodeio sendo mau tratado,,quando viu não fez nada porque.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Nao se se voçe sabe querida? mais Muitos projetos de leis estão em andamento e estão sendo votados para melhoria do pais Amélia . Confira na pagina , cabe a você Sentar e esperar filha . Este projetos não foi criado pra você e sim homens e mulheres como eu, que interagem com animais o tempo todo, gente que foi criado em um antro sertanejo, pessoas do campo , que gostam e praticam esse tipo de coisa , amantes do esporte . então Não perca seu tempo ativista , cuide do seu nariz ! Temos leis federais a nosso favor que não convém nem sitalas a você , e se você gosta de um churrasquinho , ou se seu cachorrinho é criado a pedigree . Nos respeite e me respeite , porque embora não tenha uma proporção muito grande, sou responsável pela uma pequena parte de produçao de carne neste pais. E sou amante do rodeio e apaixonado pelo esporte . Não olhe só pro seu mundinho , entenda que ao seu redor existe outros povos e cultura, costumes e crenças . Se todos preservasem pelo o bem estar um do outro, ou respeitassem um pouquinho que seja os interesses alheio, já tinhamos um lugar pais bom de se viver a muito tempo . Boa noite,,,,,,,,,,,,,,,,,,,,,,,,,
1;Eu sou a favor do Rodeio, é um esporte como qualquer outro e até mais responsavel.. Quem de vocês conhecem um esporte que para para lembrar de Deus e que ao terminar agradece a Deus..... Esse é o Rodeio cultura e religião....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Amigo, muitos desconhecem a Cultura, mas qual outro evento ou Esporte que para pra falar de Deus.... me mostre um.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;"Você está votando ""não"" por você eu acredito ?E Não pelo simples fato que muitas pessoas não conheça os rodeios, certo? não é viável almiro você votar ""não"" porque tem pessoas que não conhece o esporte. Vote por você! ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;cultura cada um tem a sua,,não somos nos que temos que falar o que é ou não é cultura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;queria deixar os parabéns para a Ana do animais por ter assistido o rodeio de barretos e comprovado com seus olhos que rodeio não mau trata animal,,tenho certeza que a senhora gostou do que viu,animais lindos ,saudáveis e com acompanhamento veterinário 24 horas animais esses que ja teriam sidos abatidos a muito tempo se não fossem de rodeio.parabéns pela iniciativa,rodeio legal não mau trata animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;O rodeio não maltrata os animais, todas as vezes que vou ao rodeio nunca vi anumal ferido ou morto . O rodeio não pode acabar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Queria agradecer a ativista Ana dos Animais por ter assistido o rodeio de barretos e assim poder ver com seus proprios olhos que nenhum animal foi ferido e nem mal tratado por lá,também tenho certeza que viu os mais de 4o veterinário de plantão por todo evento cuidando da integridade fisica e bem estar dos animais,todos que não conhecem deveriam fazer a mesma coisa que a senhora ana dos animais fez,e conferir que animais de roeio são saudáveis e tem vida longa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;#PARTIUBARRETOS II, já estou na estrada galera...! rumo ao Barretão, nossa méca dos rodeios na américa latina. 600 km de estradão pela frente  só prá ver touro pulá e, cavalo corcoveá (não gosto de shows, se eu quiser ver show, vou ao Credicard Hall). Chovendo na Anhanguera, já paguei 5 pedágios, (art. 157)  sonzão do Tião Carreiro e Pardinho, no úrtimo  ao meu lado como sempre, (nun disgruda), Jabulaine  pézinhos no painel, foninhos nos ouvidos, (ouvindo On Direction  vai intendê uma disgraça dessas), de 5 em 5 minutos ela, pergunta se já tá chegando (grrr). É isso aí galera, vou finalizar, perigoso dirigir e, digitar o smart  nos vemos por lá. Cuidado nas estradas  quem chegar por último, paga as cajibrinas, no bar do Nêgo Peão. Até lá..., com fé em Deus.,,,,,,,,,,,,,,,,,,,,
4;"Booa viagem parceiro que DEUS segure o carro do 6 aii nessas estradas e tududbom . Amanhã eu to descendo também :@ se vemos por lá . cara a sua também gosta de on direction ? Capaiz ? Heuehu pootaqeupariiu boiadeiro hauahauhu a minha também, izulivre até tatuagem deces infilis ela tem :/ ""Directioner"" PA caba guerreiro . Mais faze oque neh , heueheueheu . Voo come um feijão aqui , deu uma chuva com uns vento forte barbaridade essa noite pra cá que desteio umas foia de eternite aqui do racho . To a manhã inteira lidando com isso aqui, sosinho é foda . Falou abraço ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Deus lhe pague, Fitz  muito obrigado GUERREIRO DO SUL. Não, você não está sozinho nunca  Cristo está ao teu lado. Boa sorte aí na lida do campo, somos nós do agronegócio, que carregamos a economia deste país nas costas  em meio a tanta corrupção. Por isto merecemos ter um esporte que nos represente  o rodeio. Lembre-se, JESUS está no comando  sempre. God bless the cowboys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;AOOOOO Povo pega na Rozeta que rodeio é cultura e amor pelos animais. Eu duvido que essa ana dos gatos ja foi em um rodeio na vida, ela pode falar que foi que ve mas eu dúvido!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"Sarou la pernita mon sherry? consegue ""coizá"" de ladinho? Castigo. Próxima vez será a língua. Olha o que te espera, segundo Feliciano: Levítico 20:13. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Oqee? Hauahauahu. Ta lokao pia kkkkk riii alto aqui mos hauahauahu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Entendam , nunca vamos desistir e os rodeio não vão morrer . Jamais! É só uma questão de tempo para que entre na tv aberta, na Globo , e no esporte espetacular . as disputas da crp, ekprozeta , ou então PBR e os desinformados que não conhecem o esporte, ver as práticas com outros olhos e ficar sabendo oquE é rodeio , que não existe tortura e mals tratos . E fazer gente como o sr almeida e a sra ana se mijarem de raiva . Enquanto isso .... bebei amigos iiioourrouw !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Salud, cowboy. buenas noches.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Buenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"hello, galera de hat and boots, yes vote. Saudações caipirocountries. lembrando a todos que, devemos manter serenidade, não partam para o confronto pessoal, pois é isto que eles querem  passar uma imagem de que somos caipiras rudes e, truculentos, (amo ser caipira, amo..., amo...), mantenham o foco na proposta: quem ama rodeio vota SIM  quem não gosta pode votar SIM também, se quiser. Lembrem-se meus irmãos (as), que o Chaves nos ensinou que, ""devemos amar nossos inimigos"". Não há motivo para ""istréis"", o rodeio não vai acabar nunca  pois estamos amparados e sacramentados pelas leis: 10.220/01 e, 10.519/02, fora um monte que estão tramitando a nosso favor, este projeto aquí, é só para transformá-lo em patrimônio cultural do Brasil, o que é justo  acaso não seja aprovado  eu escreví ""ACASO..."", não mudará em nada para o esporte. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Hauahau e Leon veio sê é foda moço :@ eeu seei parceiro. D tudu isso só estou me divertindo Um pouco.mas tem gente ai que pede Pra leva espora kkkk , e além do mais o que seria a vida sem uns aranca rabos heueheuheu . Gosto de perturbar a ana e arregaçala com meus argumentos hauahauahu . logo, com tudu isso, o amor que ela sente por mim vai mudar tudu :@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Amor, heiiin? más..., e ser for um Kinderovo?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Aah Leon !mais você chinga também cara hauahauahau. Sê é foda boiadeiro. Tamujunto amigão ! # conosco não tem enrosco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Valeu, boiadeiro, firma o gorpe, bruto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Ai o geito é capa boiadeiro hauahau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Kkk, e com as costas do canivete.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Não sei o que mais irrita na ana animal se é a minha beleza que ofusca ainda mais o que já está apagado nela kkkk ou como disse nosso parceiro de ponta , o nosso guerreiro leon .... deve ser os 5 milhões arrecadados para o hospital de câncer kkkkk O que essa mulher faz para alguém ? Ou por alguém ? Mais propaganda de castração grátis ela faz bem , como já fez aqui essa sem vergonha . E se diz lutar pelo direitos dos animais ... como é sinica e hipócrita!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Se acarma Fitz véi.., óia o coração  guarde as emoções para o Barretão, amanhã.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Ooow compadre veio, soo vou sexta homi .... não posso larga as criação aqui não já, mais vou sexta se DEUS quizer e vouto domingo !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Ai sim dona ana dos animais,vc fez o que todos que são contra deveriam fazer,assistir o rodeio e ver com seus olhos como são lindos e bem cuidados os animais de rodeio,barretos montou a casa do veterinario onde mais de 40 veterinários estão revezando 24 horas por dia,durante todo o evento para manter a integridade fisica e bem estar dos animais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Também queria deixar meus parabéns a senhora Ana dos Animais por ter assistido o rodeio de barretos e conferido com seus própris olhos que nenhum animal saiu ferido ou mal tratado do rodeio,,o rodeio ainda continua até dia 30 e outros ativistas deveriam fazer a mesma coisa que a senhora Ana fez,,conhecer e olhar com seus olhos como são saudáveis e bem tratados esses animais ,tambem verão assistencia veterinaria 24 horas durante todo evento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;parabéns Ana dos animais,,pois voce fez o certo,assitiu o rodeio de barretos e pode ver com seus proprios olhos que não teve maus tratos alguns,,o rodeio continua até dia 30 e quem quiser acompanhar também poderá conferir como são tratados os animais de rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;ai sim dona ana,,dessa vez voce pode conferir que até agora ja se passaram 7 dias de evento e nenhum saiu machucado ou ferido da festa de barretos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Também queria deixar aqui meus parabens a senhora Ana dos Animais,,por ter assistido o rodeio de barretos,assim ela poderá contar a todos o que viu,animais sadios e com vida de atletas,,com acompanhamento veterinario,comida farta e transportes de otima qualidade, e nhum animal saiu ferido durante esses 5 dias de festa e vão continuar sendo muito bem cuidados até domingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;"Parabéns "" Ana dos Animais """" dessa vez voce fez a coisa certa,assistiu o rodeio de barretos,agora deve ter visto que não existe aqueles maus tratos que voce tanto falava também deve ter visto como são saudavéis os animais,,conte para o pessoal desse site quantos veterinários estavam e ficam de plantão durante todo os 10 dias de eventos cuidando para que não aconteça nada de mau aos animais,,conte para todos como estão lindos os animais,,seja real e fale a verdade. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;A dona Ana dos Animais assistiu o rodeio de barretos,porque sera que ela não contou o que viu,,sera que ela não viu o numero de veterinários que estavam de plantão 24 horas para cuidar do bem estar e integridade fisica dos animais,,sera que ela não viu como são lindos os animais,,sera que ela não viu que o peão não causa dor alguma ao animal,,sera que ela não viu que cada animal pula no maximo uma vez durante toda a festa,,sera que não viu como é farta e saudavel alimentação dos animais,,conte para gente.,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Parabéns mesmo Ana dos animais,,assistiu o rodeio de barretos,,porque sera que agora voce não da seu depoimento do que viu,,sera que voce viu varios veterinarios de plantão 24 horas,,sera que vc viu as instalaçoes onde os animais são recebidos,,sera que voce viu como são bem cuidados os animais,,sera que voce viu que não são usados nenhum equipamento que fere os animais,,porque sera que agora voce não da seu depoimento,,fale a verdade do que viu,,sem mentiras,,as mesmas verdades do que todos que estavam lá viram.,,,,,,,,,,,,,,,,,,,,
1;Parabéns dona Ana dos animais,,agora sim a senhora fez a coisa certa,,assistiu o rodeio de barretos e tenho certeza que viu a mesma coisa que a gente viu,,animais saudaveis com vida de atleta,,transportados em caminhoes modernos e com acompanhamento veterinario 24 horas,,com certeza viu quantos veterinarios estavam de plantão por todo evento,,talvez seria importante vc dar seu depoimento e falar o que realmente viu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;é isso ana,,assistiu o rodeio de barretos e com certeza viu os animais mais bem tratados que ja viu na sua vida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;vc poderia dar seu depoimento do que viu,,real,,,, viu como não é nada do que vc imaginava,, viu quantos veterinarios dão assistencia 24 horas dentro do recinto,, viu também as instalaçoes que os animais são recebidos,,por favor fale sobre isso ,,fale a verdade e menos coisas que não existe,,,,,,,,,,,,,,,,,,,,,,,,,,
1;parabéns dona ana se todos ativistas fizessem como a senhora o mito que animais de rodeio são mal tratados acabaria,,viu a casa do veterinario que tem dentro do recinto de barretos com mais de 4o veterinarios em turno de 24 horas para proteger e cuidar da integridade fisica dos animais,,conte para outras pessoas o que viu,,assim realmente estará judando animais a não serem condenados ao abate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;ta vendo como as coisas não como vc pensava,, animais bem tratados e com acompanhamento veterinario 24 horas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;façam como a dona fez assistam tambem um rodeio ao vivo e vejam como são bem tratados os animais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;qual animal mal tratado vc viu ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;conte nos o que viu,,qual o nome do animal mal tratado que vc viu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;com certeza tambem viu o touro de 312 mil reais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;parabéns pela iniciativa ana,aasim pode contar para outras pessoas que acham que animais de rodeio são maus tratdos que isso não existe..conte quantos veterinários estavam trabalhando nos fundos dos bretes para cuidar da integridade fisica dos animais,fale o que realmente viu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;conforme o proprio depoimento da Ana dos Animais ele assistiu o rodeio de barretos,,que legal,assim ela pode ver como são tratados os animais de rodeio e deve ter visto que animal não tem seus testiculos apertados e nem foram feridos por esporas pontiagudas.. tambem deve ter visto como são saudaveis os animais de rodeio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Parabéns Ana dos Animais,isso sim é uma iniciativa legal,,vc assistiu o rodeio de barretos pela internet,,assim pode ver como são saudáveis e bem tratados os animais de rodeio,,de seu depoimento dos animais que voce viu,assim voce estaria sendo sincera e verdadeira,,animais saudaveis com vida longa,e sem mal tratos nehum,,eu tambem estive por lá e amei o que vi .,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;que legal,a Ana dos animais assistiu o rodeio de barretos,,ta vendo como rodeio não mal trata animais,,viu como são lindos e bem cuidados os touros de rodeio,,bela iniciativa,todos deveriam fazer a mesma coisa,,viu como não existe os mal tratos que voce tanto falava.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;parabéns ana dos animais,,até enfim vc assistiu um rodeio legal e viu que rodeio não mal trata animais..parabéns pela iniciativa,,ta vendo como as coisas não são como os outros falam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;até que enfim a ana dos animais assistiu um rodeio,agora ela viu que rodeio legal não mal trata animal,,porque será que agora ela não deu o depoimento sobre o assunto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;demorou mas vc assistiu um rodeio,,viu como rodeio legal não mal trata animal..da seu depoimento agora,,fala sobre isso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;parabéns ana pela iniciativa de assistir o rodeio de barretos,,ta vendo como voce estava equivocada em falar que animais de rodeio são mal tratados,,viu como são lindos e saudaveis os touros e cavalos de rodeio..parabéns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;isso sim foi legal senhora ana,,assistir o rodeio antes de falar coisas sem saber,,assim vc pode ver com seus proprios olhos como são lindos e saudaveis os animais de rodeio,,com certeza não era isso que vc imaginava.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;parebéns dona ana,,por ter assistido o rodeio outras pessoas devem fazer como a senhora,assim tambem poderão ver como são tratados e como vivem esses animais e verem como não existe esses tão falados maus tratos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Alo barretão no final de semana estamos chegando novamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;chega de mentira,,rodeio não mal trata animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;a senhora ana dos animais assistiu o rodeio de barretos pela internet,,com certeza ela viu como são lindos e saudaveis os animais de rodeio agora falta vc cinderela !!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;82.000 pessoas no show de gharth brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;que legal até que enfim assistindo rodeio,ta vendo como rodeio não mal trata animal,,aprendeu !!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Suas ideias vem ao encontro dos anseios da sociedade brasileira hoje.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;você é retardada mesmo ou você faz força pra ser retardada? isso foi segunda feira, coloca ai de Sábado com mais de 100 mil pessoas... e outra o que voce tem haver com publico presente??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;ahhh que legal até que enfim assistindo rodeio,,viu como rodeio não mal trata animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;ta vendo ,,até que enfim assistiu um rodeio ,,viu agora como rodeio não mal trata animal !!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;"E aqueles que só comentam "" rodeio é interesse financeiro e mals tratos"" Caraa , see matem! Vão embora do planeta , vão embora da vida meeu , Eu não quero vocês vivos, amenos que se consertem Saibam vocês são idiotas ! Todo e qualquer tipo de esporte ou profissão . É visado pelos lucros e pelo retorno que isso trará. Todos buscam fazer algo que amam e ser bem recompensado por isso. Kkkkk em que mundo vocês vivem ? Afinal ninguém vive de vento , todos temos que comer , se vestir. Beber. Enfim... claro que todos temos hobbies ou boas ações . Quando ajudamos alguém que precisa, algum trabalho voluntario, ajudar algumas ONGs ou projetos voltados para a sociedade sem querer nada em troca. cada um oferece aquilo que tem ....  Agora mals tratos aos animais em rodeios? me poupe de vossa burrice. Vao se informar e conhecer a verdade não saiam por ai gritando aos 4 ventos besteiras sobre o esporte, o condenando como se fosse algo terrível e completamente desumano, algo muito bom que gera empregos a centenas de pessoas ,barretos arrecada milhões ao hospital do câncer, parte de nossa cultura brasileira, etc. pelo simples fato de você não gostar ou não conhecer. entemdam que Vocês são vistos aqui como pessoas burras e ignorante , alguém que não vale a pena trocar 5 minutos de conversa :@ Mals tratos é o ** Onde ?cadê ? Mostra a estatística ? O documento que provê que montarias em touros e cavalos é uma tortura? Podem ter certeza que se fosse mesmo tudu isso que alegam , o rodeio já não existia a muito tempo. Um fato isolado não pode ser levado em consideração para banir os rodeios da terra. Estamos entendidos ? Que bom. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Nossinhora...!!! regassô os lazarento. Esse é meu irmaozão.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
